Символ,Частота,Код
'l4',0.000000,1111111111111000001111
'ó!',0.000000,111111111111100001000
'Lé',0.000000,1111111111111000010010
'пó',0.000000,1111111111111000010011
'óш',0.000000,1111111111111000010100
'уp',0.000000,1111111111111000010101
'ьй',0.000000,1111111111111000010110
'g2',0.000000,1111111111111000010111
'x3',0.000000,111111111111100001100
'ж\n',0.000000,1111111111111000011010
'b)',0.000000,1111111111111000011011
'c)',0.000000,1111111111111000011100
"'""7'",0.000000,1111111111111000011101
"'""9'",0.000000,1111111111111000011110
'Уу',0.000000,1111111111111000011111
'аv',0.000000,111111111111100010000
'cв',0.000000,1111111111111000100010
'йв',0.000000,1111111111111000100011
'юи',0.000000,1111111111111000100100
'Шш',0.000000,1111111111111000100101
'дó',0.000000,1111111111111000100110
'óз',0.000000,1111111111111000100111
'я́',0.000000,111111111111100010100
'нá',0.000000,1111111111111000101010
'нa',0.000000,1111111111111000101011
'О?',0.000000,1111111111111000101100
'Дё',0.000000,1111111111111000101101
'ъи',0.000000,1111111111111000101110
'Ищ',0.000000,1111111111111000101111
'nè',0.000000,111111111111100011000
'ёж',0.000000,1111111111111000110010
':1',0.000000,1111111111111000110011
'мё',0.000000,1111111111111000110100
'A?',0.000000,1111111111111000110101
'хч',0.000000,1111111111111000110110
'Bо',0.000000,1111111111111000110111
'g1',0.000000,111111111111100011100
' №',0.000000,1111111111111000111010
'№ ',0.000000,1111111111111000111011
"""'Е""",0.000000,1111111111111000111100
'Еm',0.000000,1111111111111000111101
'mр',0.000000,1111111111111000111110
'rе',0.000000,1111111111111000111111
'еu',0.000000,111111111111100100000
'In',0.000000,1111111111111001000010
' ?',0.000000,1111111111111001000011
'é)',0.000000,1111111111111001000100
'vе',0.000000,1111111111111001000101
':6',0.000000,1111111111111001000110
'в]',0.000000,1111111111111001000111
'т́',0.000000,111111111111100100100
'́о',0.000000,1111111111111001001010
'q ',0.000000,1111111111111001001011
'aw',0.000000,1111111111111001001100
'м1',0.000000,1111111111111001001101
'mk',0.000000,1111111111111001001110
"""'w""",0.000000,1111111111111001001111
"""'r""",0.000000,111111111111100101000
'Ic',0.000000,1111111111111001010010
"',е'",0.000000,1111111111111001010011
"'""n'",0.000000,1111111111111001010100
'Ex',0.000000,1111111111111001010101
'Nu',0.000000,1111111111111001010110
'вó',0.000000,1111111111111001010111
'ó-',0.000000,111111111111100101100
'И!',0.000000,1111111111111001011010
'що',0.000000,1111111111111001011011
'п-',0.000000,1111111111111001011100
'п!',0.000000,1111111111111001011101
'вò',0.000000,1111111111111001011110
'b\n',0.000000,1111111111111001011111
'c\n',0.000000,111111111111100110000
'd\n',0.000000,1111111111111001100010
'f\n',0.000000,1111111111111001100011
'g\n',0.000000,1111111111111001100100
'h\n',0.000000,1111111111111001100101
'i\n',0.000000,1111111111111001100110
'k\n',0.000000,1111111111111001100111
'l\n',0.000000,111111111111100110100
'm\n',0.000000,1111111111111001101010
'o\n',0.000000,1111111111111001101011
'p\n',0.000000,1111111111111001101100
'q\n',0.000000,1111111111111001101101
'r\n',0.000000,1111111111111001101110
'v\n',0.000000,1111111111111001101111
'w\n',0.000000,111111111111100111000
'x\n',0.000000,1111111111111001110010
'y\n',0.000000,1111111111111001110011
'оm',0.000000,1111111111111001110100
'mі',0.000000,1111111111111001110101
'f;',0.000000,1111111111111001110110
'dе',0.000000,1111111111111001110111
'fЗ',0.000000,111111111111100111100
'З ',0.000000,1111111111111001111010
'[ч',0.000000,1111111111111001111011
'\n―',0.000000,1111111111111001111100
"',,'",0.000000,1111111111111001111101
'mо',0.000000,1111111111111001111110
'оn',0.000000,1111111111111001111111
'зc',0.000000,111111111111101000000
'Іь',0.000000,1111111111111010000010
'иь',0.000000,1111111111111010000011
'еc',0.000000,1111111111111010000100
'cа',0.000000,1111111111111010000101
'бà',0.000000,1111111111111010000110
'Пы',0.000000,1111111111111010000111
"':""'",0.000000,111111111111101000100
'w2',0.000000,1111111111111010001010
'n3',0.000000,1111111111111010001011
"""'і""",0.000000,1111111111111010001100
'іп',0.000000,1111111111111010001101
'пt',0.000000,1111111111111010001110
'rр',0.000000,1111111111111010001111
'рr',0.000000,111111111111101001000
'Or',0.000000,1111111111111010010010
'aï',0.000000,1111111111111010010011
'ïv',0.000000,1111111111111010010100
'и́',0.000000,1111111111111010010101
'́н',0.000000,1111111111111010010110
'.Ч',0.000000,1111111111111010010111
'гó',0.000000,111111111111101001100
'.б',0.000000,1111111111111010011010
'.ш',0.000000,1111111111111010011011
'п;',0.000000,1111111111111010011100
"'""Ц'",0.000000,1111111111111010011101
'Gy',0.000000,1111111111111010011110
"'""m'",0.000000,1111111111111010011111
"'f""'",0.000000,111111111111101010000
'/4',0.000000,1111111111111010100010
'б;',0.000000,1111111111111010100011
'óр',0.000000,1111111111111010100100
'Ик',0.000000,1111111111111010100101
'p1',0.000000,1111111111111010100110
'ъу',0.000000,1111111111111010100111
'Zw',0.000000,111111111111101010100
'äc',0.000000,1111111111111010101010
'hm',0.000000,1111111111111010101011
'Im',0.000000,1111111111111010101100
'm4',0.000000,1111111111111010101101
'è.',0.000000,1111111111111010101110
' _',0.000000,1111111111111010101111
'_\n',0.000000,111111111111101011000
'й1',0.000000,1111111111111010110010
'p;',0.000000,1111111111111010110011
'f!',0.000000,1111111111111010110100
'Вó',0.000000,1111111111111010110101
'óй',0.000000,1111111111111010110110
"'ф""'",0.000000,1111111111111010110111
'дà',0.000000,111111111111101011100
'àю',0.000000,1111111111111010111010
'Ээ',0.000000,1111111111111010111011
"'m""'",0.000000,1111111111111010111100
'Ei',0.000000,1111111111111010111101
'iâ',0.000000,1111111111111010111110
'Г-',0.000000,1111111111111010111111
'sy',0.000000,111111111111101100000
'-a',0.000000,1111111111111011000010
'fû',0.000000,1111111111111011000011
'mę',0.000000,1111111111111011000100
'ęr',0.000000,1111111111111011000101
'tę',0.000000,1111111111111011000110
'ęs',0.000000,1111111111111011000111
'ax',0.000000,111111111111101100100
'xo',0.000000,1111111111111011001010
'kl',0.000000,1111111111111011001011
'Rh',0.000000,1111111111111011001100
'Od',0.000000,1111111111111011001101
'(Ф',0.000000,1111111111111011001110
'оc',0.000000,1111111111111011001111
'о̀',0.000000,111111111111101101000
'̀ ',0.000000,1111111111111011010010
'Ep',0.000000,1111111111111011010011
'б)',0.000000,1111111111111011010100
';3',0.000000,1111111111111011010101
'x?',0.000000,1111111111111011010110
'Mê',0.000000,1111111111111011010111
'Pè',0.000000,111111111111101101100
'à;',0.000000,1111111111111011011010
"'N,'",0.000000,1111111111111011011011
'вè',0.000000,1111111111111011011100
'èр',0.000000,1111111111111011011101
'вé',0.000000,1111111111111011011110
'éр',0.000000,1111111111111011011111
'Яй',0.000000,111111111111101110000
'ЕЗ',0.000000,1111111111111011100010
'ТЛ',0.000000,1111111111111011100011
'ИЧ',0.000000,1111111111111011100100
'АЕ',0.000000,1111111111111011100101
'ТС',0.000000,1111111111111011100110
'СЯ',0.000000,1111111111111011100111
'ВР',0.000000,111111111111101110100
'ЕМ',0.000000,1111111111111011101010
'УЖ',0.000000,1111111111111011101011
'ЖЕ',0.000000,1111111111111011101100
'БЛ',0.000000,1111111111111011101101
'ИЗ',0.000000,1111111111111011101110
'ИД',0.000000,1111111111111011101111
'У)',0.000000,111111111111101111000
"""I'""",0.000000,1111111111111011110010
'-У',0.000000,1111111111111011110011
'д]',0.000000,1111111111111011110100
'сc',0.000000,1111111111111011110101
'-u',0.000000,1111111111111011110110
';]',0.000000,1111111111111011110111
'сl',0.000000,111111111111101111100
'îr',0.000000,1111111111111011111010
"""'я""",0.000000,1111111111111011111011
'cл',0.000000,1111111111111011111100
'ân',0.000000,1111111111111011111101
'o!',0.000000,1111111111111011111110
'аr',0.000000,1111111111111011111111
'ji',0.000000,111111111111110000000
't:',0.000000,1111111111111100000010
'd;',0.000000,1111111111111100000011
')4',0.000000,1111111111111100000100
'-V',0.000000,1111111111111100000101
'-M',0.000000,1111111111111100000110
'!7',0.000000,1111111111111100000111
'З9',0.000000,111111111111110000100
'l7',0.000000,1111111111111100001010
'n4',0.000000,1111111111111100001011
"""M'""",0.000000,1111111111111100001100
'[г',0.000000,1111111111111100001101
'éx',0.000000,1111111111111100001110
'cê',0.000000,1111111111111100001111
'oî',0.000000,111111111111110001000
'oс',0.000000,1111111111111100010010
'рё',0.000000,1111111111111100010011
'жё',0.000000,1111111111111100010100
'm?',0.000000,1111111111111100010101
'Тс',0.000000,1111111111111100010110
'\n.',0.000000,1111111111111100010111
'bj',0.000000,111111111111110001100
"""' """,0.000000,1111111111111100011010
"',""'",0.000000,1111111111111100011011
'Op',0.000000,1111111111111100011100
'pл',0.000000,1111111111111100011101
'a;',0.000000,1111111111111100011110
'ОЗ',0.000000,1111111111111100011111
'ЗГ',0.000000,111111111111110010000
'АШ',0.000000,1111111111111100100010
'ШЕ',0.000000,1111111111111100100011
'àf',0.000000,1111111111111100100100
'nê',0.000000,1111111111111100100101
'Ga',0.000000,1111111111111100100110
'щв',0.000000,1111111111111100100111
'еz',0.000000,111111111111110010100
'сщ',0.000000,1111111111111100101010
'4x',0.000000,1111111111111100101011
'Гж',0.000000,1111111111111100101100
'o-',0.000000,1111111111111100101101
'фч',0.000000,1111111111111100101110
"""D'""",0.000000,1111111111111100101111
"'ù,'",0.000000,111111111111110011000
'r4',0.000000,1111111111111100110010
'\nД',0.000000,1111111111111100110011
'.И',0.000000,1111111111111100110100
'c!',0.000000,1111111111111100110101
'Вг',0.000000,1111111111111100110110
'cs',0.000000,1111111111111100110111
'gm',0.000000,111111111111110011100
"'k""'",0.000000,1111111111111100111010
'Nȃ',0.000000,1111111111111100111011
'ȃp',0.000000,1111111111111100111100
'шы',0.000000,1111111111111100111101
'J.',0.000000,1111111111111100111110
'гз',0.000000,1111111111111100111111
'd-',0.000000,111111111111110100000
'ч)',0.000000,1111111111111101000010
'8°',0.000000,1111111111111101000011
'° ',0.000000,1111111111111101000100
'́ч',0.000000,1111111111111101000101
'Tа',0.000000,1111111111111101000110
'бё',0.000000,1111111111111101000111
'\nV',0.000000,111111111111110100100
'V!',0.000000,1111111111111101001010
'\nD',0.000000,1111111111111101001011
'\nE',0.000000,1111111111111101001100
'Кю',0.000000,1111111111111101001101
'Кь',0.000000,1111111111111101001110
'нè',0.000000,1111111111111101001111
'èч',0.000000,111111111111110101000
'\nЭ',0.000000,1111111111111101010010
'\nп',0.000000,1111111111111101010011
'з;',0.000000,1111111111111101010100
'гà',0.000000,1111111111111101010101
'бè',0.000000,1111111111111101010110
'èp',0.000000,1111111111111101010111
'чà',0.000000,111111111111110101100
'лц',0.000000,1111111111111101011010
'ф;',0.000000,1111111111111101011011
'э?',0.000000,1111111111111101011100
"',н'",0.000000,1111111111111101011101
'lv',0.000000,1111111111111101011110
'ёш',0.000000,1111111111111101011111
'дe',0.000000,111111111111110110000
'eл',0.000000,1111111111111101100010
'̀р',0.000000,1111111111111101100011
'?)',0.000000,1111111111111101100100
'жe',0.000000,1111111111111101100101
'oг',0.000000,1111111111111101100110
'ші',0.000000,1111111111111101100111
'мè',0.000000,111111111111110110100
'èн',0.000000,1111111111111101101010
'I?',0.000000,1111111111111101101011
'оr',0.000000,1111111111111101101100
'іо',0.000000,1111111111111101101101
'Л*',0.000000,1111111111111101101110
'?7',0.000000,1111111111111101101111
"',8'",0.000000,111111111111110111000
'6/',0.000000,1111111111111101110010
'5/',0.000000,1111111111111101110011
'3л',0.000000,1111111111111101110100
'-é',0.000000,1111111111111101110101
'[А',0.000000,1111111111111101110110
'я]',0.000000,1111111111111101110111
'3/',0.000000,111111111111110111100
'ы]',0.000000,1111111111111101111010
'Р:',0.000000,1111111111111101111011
'[ю',0.000000,1111111111111101111100
'2/',0.000000,1111111111111101111101
'/5',0.000000,1111111111111101111110
'6:',0.000000,1111111111111101111111
'З.',0.000000,111111111111111000000
'нё',0.000000,1111111111111110000010
'z!',0.000000,1111111111111110000011
'л]',0.000000,1111111111111110000100
'\nЖ',0.000000,1111111111111110000101
't3',0.000000,1111111111111110000110
'Мц',0.000000,1111111111111110000111
'[к',0.000000,111111111111111000100
':)',0.000000,1111111111111110001010
'dv',0.000000,1111111111111110001011
'/6',0.000000,1111111111111110001100
'Кг',0.000000,1111111111111110001101
"""'ь""",0.000000,1111111111111110001110
'Фг',0.000000,1111111111111110001111
'Гг',0.000000,111111111111111001000
'.В',0.000000,1111111111111110010010
'кò',0.000000,1111111111111110010011
'òв',0.000000,1111111111111110010100
'rw',0.000000,1111111111111110010101
'är',0.000000,1111111111111110010110
'А\n',0.000000,1111111111111110010111
'[e',0.000000,111111111111111001100
'e]',0.000000,1111111111111110011010
'Gn',0.000000,1111111111111110011011
'ъ.',0.000000,1111111111111110011100
'Вo',0.000000,1111111111111110011101
'oв',0.000000,1111111111111110011110
'кá',0.000000,1111111111111110011111
'aa',0.000000,111111111111111010000
'(Я',0.000000,1111111111111110100010
'( ',0.000000,1111111111111110100011
"'l""'",0.000000,1111111111111110100100
'А-',0.000000,1111111111111110100101
'Ч:',0.000000,1111111111111110100110
'СІ',0.000000,1111111111111110100111
'Ы.',0.000000,111111111111111010100
'зх',0.000000,1111111111111110101010
'з)',0.000000,1111111111111110101011
'u1',0.000000,1111111111111110101100
'аu',0.000000,1111111111111110101101
'uг',0.000000,1111111111111110101110
' Ѵ',0.000000,1111111111111110101111
'Сn',0.000000,111111111111111011000
'nр',0.000000,1111111111111110110010
'́\n',0.000000,1111111111111110110011
'(5',0.000000,1111111111111110110100
'и1',0.000000,1111111111111110110101
'я1',0.000000,1111111111111110110110
'т1',0.000000,1111111111111110110111
'oп',0.000000,111111111111111011100
'пe',0.000000,1111111111111110111010
'.\t',0.000000,1111111111111110111011
'\t\n',0.000000,1111111111111110111100
'VL',0.000000,1111111111111110111101
'ХѴ',0.000000,1111111111111110111110
'аc',0.000000,1111111111111110111111
'3г',0.000000,111111111111111100000
'-X',0.000000,1111111111111111000010
'LІ',0.000000,1111111111111111000011
"'Ч,'",0.000000,1111111111111111000100
'Бю',0.000000,1111111111111111000101
'Сс',0.000000,1111111111111111000110
'Оц',0.000000,1111111111111111000111
'Г ',0.000000,111111111111111100100
'ц\n',0.000000,1111111111111111001010
"'""ж'",0.000000,1111111111111111001011
'(A',0.000000,1111111111111111001100
'Шё',0.000000,1111111111111111001101
'Тт',0.000000,1111111111111111001110
'(f',0.000000,1111111111111111001111
'Ая',0.000000,111111111111111101000
'йз',0.000000,1111111111111111010010
'eд',0.000000,1111111111111111010011
'(W',0.000000,1111111111111111010100
'(H',0.000000,1111111111111111010101
'кп',0.000000,1111111111111111010110
'(D',0.000000,1111111111111111010111
'h)',0.000000,111111111111111101100
"""Д'""",0.000000,1111111111111111011010
'3у',0.000000,1111111111111111011011
'i)',0.000000,1111111111111111011100
'(K',0.000000,1111111111111111011101
'f)',0.000000,1111111111111111011110
'Io',0.000000,1111111111111111011111
"""'И""",0.000000,111111111111111110000
'Lе',0.000000,1111111111111111100010
'юв',0.000000,1111111111111111100011
'(2',0.000000,1111111111111111100100
'йп',0.000000,1111111111111111100101
'(4',0.000000,1111111111111111100110
'(I',0.000000,1111111111111111100111
'Иф',0.000000,111111111111111110100
'(N',0.000000,1111111111111111101010
'oï',0.000000,1111111111111111101011
'ïs',0.000000,1111111111111111101100
'(8',0.000000,1111111111111111101101
'-G',0.000000,1111111111111111101110
'(И',0.000000,1111111111111111101111
'-H',0.000000,111111111111111111000
"'з""'",0.000000,1111111111111111110010
'A.',0.000000,1111111111111111110011
"'""H'",0.000000,1111111111111111110100
'(O',0.000000,1111111111111111110101
'Дж',0.000000,1111111111111111110110
'Хи',0.000000,1111111111111111110111
'-Х',0.000000,111111111111111111100
'\nФ',0.000000,1111111111111111111010
'(Х',0.000000,1111111111111111111011
'(9',0.000000,1111111111111111111100
'(7',0.000000,1111111111111111111101
"'""""'",0.000000,1111111111111111111110
'Ця',0.000000,1111111111111111111111
